Asset_ID,Hostname,IP_Address,Operating_System,Business_Owner,Environment,Severity,QID,CVE,Vulnerability_Title,CVSS_v3_Score,First_Detected,Last_Detected,Days_Open,Patch_Available,Exploit_Available,Threat_Intel_Flag,Risk_Score,Status,Remediation_Action,Due_Date,Scanner_Source
SRV-1756,FILE-UAT-0756,10.227.184.138,Windows Server 2016,Laura Smith,Production,Medium,329911,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-08,2026-08-13,99,No,Yes,Medium,800,In Progress,Apply vendor patch,2026-09-08,Qualys
SRV-1757,FILE-UAT-0757,10.202.32.27,Windows Server 2019,Michael Byrne,Production,Medium,188580,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-06,2026-07-26,131,Yes,No,Low,913,In Progress,Deploy KB update,2026-10-13,Qualys
SRV-1758,DB-PRODUCTION-0758,10.118.231.182,RHEL 8,Emma Kelly,Dev,Medium,279538,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-22,2026-08-07,54,Yes,No,Medium,872,In Progress,Upgrade package,2026-09-21,Qualys
SRV-1759,DB-PRODUCTION-0759,10.57.226.95,RHEL 9,Aoife Ryan,Dev,High,260779,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-07-10,2026-08-11,36,Yes,No,Medium,996,Mitigated,Configuration fix,2026-09-28,Qualys
SRV-1760,API-UAT-0760,10.220.99.66,Ubuntu 22.04,Emma Kelly,Production,Critical,210971,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-02-18,2026-08-11,178,Yes,Yes,Low,948,Open,Upgrade package,2026-09-08,Qualys
SRV-1761,API-PRODUCTION-0761,10.249.89.165,Windows Server 2019,Laura Smith,Dev,High,374379,CVE-2021-44228,Log4Shell,10.0,2026-04-04,2026-08-03,133,Yes,No,Medium,1000,Mitigated,Deploy KB update,2026-10-10,Qualys
SRV-1762,WEB-PRODUCTION-0762,10.88.58.80,Windows Server 2019,Emma Kelly,UAT,High,245917,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-13,2026-07-18,124,Yes,Yes,Medium,748,In Progress,Configuration fix,2026-09-21,Qualys
SRV-1763,APP-UAT-0763,10.171.9.103,Ubuntu 22.04,Sarah OBrien,Dev,Medium,366032,CVE-2021-44228,Log4Shell,10.0,2026-04-02,2026-07-18,135,Yes,No,Low,979,Mitigated,Apply vendor patch,2026-10-06,Qualys
SRV-1764,DB-PRODUCTION-0764,10.177.240.167,Windows Server 2019,Emma Kelly,Test,High,193024,CVE-2020-1472,Zerologon,10.0,2026-04-03,2026-08-08,134,Yes,No,Low,981,In Progress,Apply vendor patch,2026-10-02,Qualys
SRV-1765,DB-PRODUCTION-0765,10.54.59.63,RHEL 9,Laura Smith,Test,Medium,343411,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-29,2026-08-11,17,Yes,Yes,Medium,926,Mitigated,Apply vendor patch,2026-08-28,Qualys
SRV-1766,WEB-PRODUCTION-0766,10.154.125.77,RHEL 9,John Murphy,Test,Critical,158470,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-24,2026-07-31,22,No,Yes,Low,855,Mitigated,Configuration fix,2026-08-16,Qualys
SRV-1767,APP-UAT-0767,10.130.124.132,Windows Server 2022,Michael Byrne,Dev,Medium,379020,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-14,2026-08-07,154,Yes,No,Medium,993,Mitigated,Upgrade package,2026-09-25,Qualys
SRV-1768,DB-UAT-0768,10.127.42.46,Windows Server 2016,Patrick Doyle,Dev,Critical,149580,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-29,2026-07-31,47,No,No,Low,830,Mitigated,Deploy KB update,2026-08-28,Qualys
SRV-1769,API-UAT-0769,10.82.197.136,RHEL 8,Sarah OBrien,Dev,Critical,210253,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-16,2026-08-09,60,Yes,No,High,969,Open,Configuration fix,2026-10-05,Qualys
SRV-1770,DB-UAT-0770,10.168.153.202,RHEL 8,Michael Byrne,UAT,Medium,237811,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-03-11,2026-07-25,157,No,No,Medium,880,Open,Upgrade package,2026-09-06,Qualys
SRV-1771,FILE-UAT-0771,10.196.107.2,RHEL 8,John Murphy,Test,High,285394,CVE-2021-44228,Log4Shell,10.0,2026-05-26,2026-08-01,81,Yes,No,Medium,989,Open,Deploy KB update,2026-08-29,Qualys
SRV-1772,WEB-UAT-0772,10.110.203.98,Windows Server 2022,Sean Kelly,UAT,Medium,212711,CVE-2021-44228,Log4Shell,10.0,2026-05-31,2026-07-20,76,No,No,High,997,Open,Deploy KB update,2026-08-26,Qualys
SRV-1773,FILE-UAT-0773,10.64.72.253,RHEL 9,Laura Smith,Test,Medium,131099,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-16,2026-07-31,152,Yes,Yes,Low,935,In Progress,Upgrade package,2026-09-19,Qualys
SRV-1774,APP-PRODUCTION-0774,10.84.199.188,RHEL 8,David Walsh,UAT,High,256686,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-03,2026-08-12,73,Yes,Yes,Medium,990,Open,Upgrade package,2026-09-21,Qualys
SRV-1775,DB-PRODUCTION-0775,10.36.198.198,Windows Server 2016,Aoife Ryan,Dev,Medium,333748,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-09,2026-07-29,67,Yes,Yes,Medium,767,In Progress,Deploy KB update,2026-09-14,Qualys
SRV-1776,DB-PRODUCTION-0776,10.36.31.165,RHEL 8,Patrick Doyle,Test,High,354991,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-02-22,2026-07-24,174,Yes,Yes,Low,963,In Progress,Apply vendor patch,2026-09-21,Qualys
SRV-1777,API-UAT-0777,10.73.148.86,Ubuntu 22.04,Sarah OBrien,Production,Medium,396383,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-07,2026-07-19,130,Yes,Yes,Low,871,Open,Apply vendor patch,2026-09-21,Qualys
SRV-1778,FILE-UAT-0778,10.120.116.228,Ubuntu 22.04,David Walsh,Dev,High,138286,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-27,2026-07-22,49,Yes,No,Medium,839,Mitigated,Configuration fix,2026-10-11,Qualys
SRV-1779,FILE-PRODUCTION-0779,10.3.58.83,RHEL 8,David Walsh,Dev,High,216858,CVE-2020-1472,Zerologon,10.0,2026-05-31,2026-08-15,76,Yes,No,Low,1000,Mitigated,Deploy KB update,2026-10-04,Qualys
SRV-1780,API-PRODUCTION-0780,10.49.198.38,Windows Server 2019,Michael Byrne,UAT,High,152898,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-16,2026-07-18,91,Yes,Yes,High,1000,Mitigated,Upgrade package,2026-08-20,Qualys
SRV-1781,APP-UAT-0781,10.42.109.254,Windows Server 2022,Emma Kelly,UAT,Medium,286302,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-17,2026-07-25,59,Yes,Yes,Medium,956,Open,Configuration fix,2026-08-17,Qualys
SRV-1782,FILE-UAT-0782,10.103.51.53,RHEL 8,Laura Smith,Production,Medium,148681,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-22,2026-08-03,54,Yes,Yes,High,836,Open,Apply vendor patch,2026-09-16,Qualys
SRV-1783,APP-PRODUCTION-0783,10.205.130.93,RHEL 8,Michael Byrne,Production,High,339575,CVE-2021-44228,Log4Shell,10.0,2026-05-25,2026-08-02,82,Yes,Yes,Medium,974,In Progress,Configuration fix,2026-10-09,Qualys
SRV-1784,FILE-UAT-0784,10.59.180.22,Ubuntu 22.04,Patrick Doyle,Test,High,108309,CVE-2020-1472,Zerologon,10.0,2026-05-27,2026-07-20,80,Yes,No,High,958,Open,Deploy KB update,2026-08-27,Qualys
SRV-1785,FILE-PRODUCTION-0785,10.16.153.206,Windows Server 2019,Michael Byrne,Dev,Critical,317514,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-04,2026-08-11,133,Yes,No,High,717,Open,Deploy KB update,2026-10-02,Qualys
SRV-1786,APP-PRODUCTION-0786,10.128.53.79,RHEL 8,Aoife Ryan,Dev,Medium,268334,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-29,2026-08-04,47,Yes,Yes,Medium,944,Open,Configuration fix,2026-08-18,Qualys
SRV-1787,FILE-PRODUCTION-0787,10.41.26.4,Windows Server 2022,Emma Kelly,Production,Medium,320139,CVE-2021-44228,Log4Shell,10.0,2026-05-02,2026-08-14,105,Yes,Yes,Medium,1000,In Progress,Configuration fix,2026-10-09,Qualys
SRV-1788,WEB-UAT-0788,10.122.121.231,Windows Server 2022,David Walsh,Dev,High,383108,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-13,2026-07-21,155,Yes,Yes,Medium,781,In Progress,Deploy KB update,2026-08-24,Qualys
SRV-1789,WEB-PRODUCTION-0789,10.184.104.73,RHEL 9,Sarah OBrien,UAT,High,218606,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-09,2026-08-08,37,Yes,Yes,Low,944,Mitigated,Upgrade package,2026-09-06,Qualys
SRV-1790,API-UAT-0790,10.195.231.34,Windows Server 2022,Patrick Doyle,Dev,Medium,176137,CVE-2021-44228,Log4Shell,10.0,2026-02-24,2026-07-28,172,Yes,No,Low,1000,Open,Deploy KB update,2026-08-27,Qualys
SRV-1791,FILE-UAT-0791,10.3.147.124,RHEL 8,Aoife Ryan,UAT,Critical,312681,CVE-2020-1472,Zerologon,10.0,2026-08-06,2026-08-12,9,No,Yes,Medium,970,Mitigated,Upgrade package,2026-09-19,Qualys
SRV-1792,API-UAT-0792,10.87.229.48,Windows Server 2022,Aoife Ryan,Test,Critical,387782,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-04,2026-07-26,72,No,Yes,Low,928,In Progress,Upgrade package,2026-08-20,Qualys
SRV-1793,APP-PRODUCTION-0793,10.59.250.118,Windows Server 2016,Sarah OBrien,Dev,High,166217,CVE-2023-3519,Citrix ADC RCE,9.8,2026-03-03,2026-08-15,165,Yes,No,Medium,999,In Progress,Apply vendor patch,2026-10-10,Qualys
SRV-1794,APP-PRODUCTION-0794,10.51.188.191,Windows Server 2022,Sean Kelly,UAT,Critical,395112,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-06,2026-08-09,131,Yes,No,Low,718,Open,Deploy KB update,2026-09-08,Qualys
SRV-1795,API-PRODUCTION-0795,10.216.239.193,Ubuntu 22.04,David Walsh,Test,Critical,206009,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-03,2026-07-26,43,Yes,Yes,Medium,941,In Progress,Configuration fix,2026-10-12,Qualys
SRV-1796,APP-UAT-0796,10.1.20.65,Ubuntu 22.04,Sean Kelly,Dev,Medium,209447,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-15,2026-08-01,122,Yes,Yes,Medium,741,Open,Deploy KB update,2026-09-15,Qualys
SRV-1797,APP-UAT-0797,10.101.152.50,Windows Server 2019,Aoife Ryan,Production,Critical,218649,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-13,2026-08-03,63,Yes,Yes,Medium,1000,Open,Deploy KB update,2026-08-29,Qualys
SRV-1798,WEB-PRODUCTION-0798,10.134.80.135,Windows Server 2016,Laura Smith,Test,Critical,221729,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-05,2026-07-22,71,No,No,High,871,Mitigated,Configuration fix,2026-08-25,Qualys
SRV-1799,WEB-UAT-0799,10.215.229.66,Windows Server 2016,Niamh Murphy,Test,Medium,188319,CVE-2020-1472,Zerologon,10.0,2026-05-19,2026-07-18,88,No,No,High,984,Mitigated,Apply vendor patch,2026-08-21,Qualys
SRV-1800,APP-UAT-0800,10.215.180.247,RHEL 8,Patrick Doyle,Production,High,155149,CVE-2021-44228,Log4Shell,10.0,2026-03-14,2026-07-19,154,Yes,No,Medium,996,Mitigated,Upgrade package,2026-09-11,Qualys
SRV-1801,WEB-UAT-0801,10.63.150.127,Windows Server 2019,Laura Smith,Test,Medium,239331,CVE-2021-44228,Log4Shell,10.0,2026-05-15,2026-08-13,92,Yes,No,Low,951,Mitigated,Configuration fix,2026-09-23,Qualys
SRV-1802,API-PRODUCTION-0802,10.152.215.204,Ubuntu 22.04,Sarah OBrien,Production,Medium,161589,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-02-25,2026-08-03,171,Yes,No,Low,705,Mitigated,Configuration fix,2026-10-07,Qualys
SRV-1803,FILE-UAT-0803,10.147.222.134,Windows Server 2016,Patrick Doyle,Test,Medium,113443,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-08-04,2026-08-10,11,Yes,Yes,High,912,Mitigated,Upgrade package,2026-08-22,Qualys
SRV-1804,DB-UAT-0804,10.91.250.248,Windows Server 2019,Michael Byrne,Test,Medium,125060,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-08-07,2026-08-08,8,Yes,No,Low,962,Mitigated,Upgrade package,2026-10-04,Qualys
SRV-1805,DB-UAT-0805,10.193.90.200,Windows Server 2019,Niamh Murphy,Production,Critical,274988,CVE-2023-3519,Citrix ADC RCE,9.8,2026-03-25,2026-07-22,143,Yes,Yes,Medium,1000,In Progress,Apply vendor patch,2026-10-13,Qualys
SRV-1806,FILE-PRODUCTION-0806,10.194.98.52,Windows Server 2022,Niamh Murphy,Dev,Critical,276685,CVE-2021-44228,Log4Shell,10.0,2026-05-03,2026-08-05,104,No,No,High,1000,Open,Upgrade package,2026-08-17,Qualys
SRV-1807,API-UAT-0807,10.194.144.138,Windows Server 2019,Patrick Doyle,Production,Critical,204133,CVE-2020-1472,Zerologon,10.0,2026-05-27,2026-07-17,80,Yes,Yes,Low,1000,Mitigated,Configuration fix,2026-10-09,Qualys
SRV-1808,FILE-PRODUCTION-0808,10.236.99.27,Ubuntu 22.04,Michael Byrne,Production,Critical,269783,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-19,2026-07-29,88,Yes,No,High,975,Open,Deploy KB update,2026-09-27,Qualys
SRV-1809,APP-PRODUCTION-0809,10.225.58.113,Ubuntu 22.04,Emma Kelly,UAT,Critical,106510,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-18,2026-07-20,58,Yes,Yes,High,1000,Mitigated,Configuration fix,2026-10-08,Qualys
SRV-1810,FILE-PRODUCTION-0810,10.218.133.149,RHEL 8,Laura Smith,Test,High,237097,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-26,2026-07-28,142,Yes,No,Medium,854,In Progress,Upgrade package,2026-10-12,Qualys
SRV-1811,APP-UAT-0811,10.221.212.253,Ubuntu 22.04,Emma Kelly,UAT,High,150657,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-15,2026-08-13,92,No,No,High,948,Mitigated,Deploy KB update,2026-10-01,Qualys
SRV-1812,FILE-UAT-0812,10.148.215.14,RHEL 8,Laura Smith,Test,Medium,360640,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-02,2026-07-29,166,No,Yes,High,958,Open,Configuration fix,2026-09-20,Qualys
SRV-1813,APP-PRODUCTION-0813,10.175.91.17,Ubuntu 22.04,Michael Byrne,Dev,Critical,114458,CVE-2021-44228,Log4Shell,10.0,2026-05-18,2026-07-31,89,No,No,Low,1000,Open,Configuration fix,2026-08-29,Qualys
SRV-1814,DB-UAT-0814,10.60.146.205,RHEL 9,Patrick Doyle,UAT,High,382912,CVE-2021-44228,Log4Shell,10.0,2026-03-30,2026-07-24,138,Yes,Yes,Low,1000,Open,Upgrade package,2026-09-22,Qualys
SRV-1815,API-UAT-0815,10.187.42.188,Windows Server 2019,Emma Kelly,UAT,Medium,195020,CVE-2020-1472,Zerologon,10.0,2026-07-27,2026-07-27,19,Yes,No,Low,958,Open,Upgrade package,2026-08-21,Qualys
SRV-1816,FILE-UAT-0816,10.98.179.122,Windows Server 2019,Aoife Ryan,UAT,Medium,150259,CVE-2020-1472,Zerologon,10.0,2026-03-21,2026-07-24,147,Yes,No,High,1000,Mitigated,Configuration fix,2026-10-11,Qualys
SRV-1817,APP-PRODUCTION-0817,10.90.166.163,Windows Server 2016,Aoife Ryan,Test,High,149297,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-28,2026-08-07,48,Yes,Yes,Low,981,Open,Apply vendor patch,2026-09-28,Qualys
SRV-1818,DB-UAT-0818,10.79.8.205,RHEL 9,Laura Smith,Dev,Critical,136379,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-08-14,2026-08-15,1,Yes,Yes,Low,930,Mitigated,Configuration fix,2026-08-27,Qualys
SRV-1819,APP-UAT-0819,10.147.46.229,RHEL 8,David Walsh,UAT,High,333363,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-18,2026-08-12,89,Yes,Yes,Low,787,Open,Upgrade package,2026-10-14,Qualys
SRV-1820,API-PRODUCTION-0820,10.231.26.128,Windows Server 2019,Laura Smith,UAT,Critical,276893,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-02-21,2026-08-10,175,No,No,Medium,1000,Open,Apply vendor patch,2026-09-06,Qualys
SRV-1821,APP-UAT-0821,10.11.92.16,RHEL 8,Laura Smith,Production,High,372547,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-14,2026-07-16,62,Yes,No,Low,922,Mitigated,Configuration fix,2026-10-03,Qualys
SRV-1822,FILE-PRODUCTION-0822,10.75.242.161,RHEL 8,Patrick Doyle,Test,High,297691,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-03,2026-08-05,73,Yes,No,High,717,In Progress,Apply vendor patch,2026-09-05,Qualys
SRV-1823,DB-PRODUCTION-0823,10.136.213.11,Windows Server 2019,Sarah OBrien,Dev,High,399512,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-07,2026-08-06,100,Yes,No,Low,763,Open,Apply vendor patch,2026-08-19,Qualys
SRV-1824,WEB-UAT-0824,10.190.131.135,Windows Server 2019,Sean Kelly,Dev,High,123446,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-16,2026-07-16,91,Yes,Yes,Medium,998,Open,Deploy KB update,2026-09-30,Qualys
SRV-1825,API-PRODUCTION-0825,10.12.237.98,Windows Server 2019,Sarah OBrien,Dev,Critical,102484,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-23,2026-07-31,53,Yes,No,High,956,In Progress,Deploy KB update,2026-09-08,Qualys
SRV-1826,APP-UAT-0826,10.226.237.109,Ubuntu 22.04,Laura Smith,Dev,High,207414,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-06,2026-08-11,40,Yes,No,Low,1000,Open,Configuration fix,2026-10-07,Qualys
SRV-1827,FILE-UAT-0827,10.154.3.161,Ubuntu 22.04,Patrick Doyle,Production,High,335472,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-27,2026-07-20,49,Yes,Yes,High,929,Mitigated,Apply vendor patch,2026-08-23,Qualys
SRV-1828,API-UAT-0828,10.43.242.190,Windows Server 2022,Patrick Doyle,Dev,Medium,381154,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-11,2026-08-13,126,Yes,No,Low,883,In Progress,Apply vendor patch,2026-10-03,Qualys
SRV-1829,API-UAT-0829,10.52.33.133,Windows Server 2016,Niamh Murphy,Test,High,157327,CVE-2020-1472,Zerologon,10.0,2026-06-24,2026-07-16,52,Yes,Yes,High,961,In Progress,Deploy KB update,2026-08-21,Qualys
SRV-1830,API-UAT-0830,10.113.190.37,RHEL 8,Laura Smith,Production,Medium,364041,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-28,2026-08-08,18,Yes,Yes,Low,985,In Progress,Apply vendor patch,2026-09-21,Qualys
SRV-1831,APP-UAT-0831,10.119.52.231,Ubuntu 22.04,John Murphy,Test,Medium,299247,CVE-2020-1472,Zerologon,10.0,2026-05-19,2026-07-19,88,Yes,No,Low,982,Open,Deploy KB update,2026-08-27,Qualys
SRV-1832,WEB-UAT-0832,10.18.216.63,RHEL 9,Sean Kelly,Dev,Critical,391951,CVE-2021-44228,Log4Shell,10.0,2026-02-27,2026-07-23,169,Yes,Yes,Low,1000,In Progress,Apply vendor patch,2026-08-23,Qualys
SRV-1833,API-PRODUCTION-0833,10.186.239.83,Windows Server 2022,John Murphy,UAT,Critical,154417,CVE-2021-44228,Log4Shell,10.0,2026-04-04,2026-07-29,133,Yes,Yes,Medium,952,Open,Apply vendor patch,2026-10-07,Qualys
SRV-1834,WEB-PRODUCTION-0834,10.6.167.211,RHEL 8,Laura Smith,Test,Medium,248094,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-15,2026-07-19,31,No,No,Low,858,Open,Configuration fix,2026-09-24,Qualys
SRV-1835,APP-UAT-0835,10.138.226.93,Windows Server 2019,David Walsh,Dev,High,191411,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-05,2026-08-01,163,No,No,High,991,In Progress,Apply vendor patch,2026-09-12,Qualys
SRV-1836,API-PRODUCTION-0836,10.103.33.216,Ubuntu 22.04,Aoife Ryan,UAT,High,312752,CVE-2023-3519,Citrix ADC RCE,9.8,2026-08-04,2026-08-08,11,No,No,Medium,982,Mitigated,Configuration fix,2026-09-13,Qualys
SRV-1837,FILE-PRODUCTION-0837,10.186.136.53,Windows Server 2019,Emma Kelly,UAT,High,397998,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-20,2026-08-05,87,Yes,No,Medium,915,Mitigated,Configuration fix,2026-09-08,Qualys
SRV-1838,WEB-UAT-0838,10.77.232.214,RHEL 9,Patrick Doyle,Production,High,204548,CVE-2021-44228,Log4Shell,10.0,2026-05-06,2026-08-11,101,Yes,No,Low,1000,Open,Configuration fix,2026-10-14,Qualys
SRV-1839,APP-UAT-0839,10.146.171.45,Windows Server 2022,Laura Smith,UAT,High,310699,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-23,2026-08-15,114,Yes,Yes,Medium,788,In Progress,Configuration fix,2026-08-31,Qualys
SRV-1840,API-PRODUCTION-0840,10.174.25.202,Windows Server 2016,Sarah OBrien,Production,Medium,104544,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-12,2026-08-05,125,Yes,No,High,1000,In Progress,Upgrade package,2026-08-28,Qualys
SRV-1841,DB-UAT-0841,10.150.232.213,RHEL 8,Niamh Murphy,Dev,Critical,191864,CVE-2021-44228,Log4Shell,10.0,2026-06-21,2026-08-06,55,Yes,No,High,958,Mitigated,Deploy KB update,2026-10-12,Qualys
SRV-1842,FILE-PRODUCTION-0842,10.144.142.161,RHEL 8,Michael Byrne,UAT,Critical,159433,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-15,2026-07-29,31,Yes,No,High,939,Open,Deploy KB update,2026-10-11,Qualys
SRV-1843,WEB-UAT-0843,10.239.113.150,RHEL 9,David Walsh,Test,High,110410,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-14,2026-08-10,123,No,No,Medium,928,Open,Upgrade package,2026-08-20,Qualys
SRV-1844,APP-PRODUCTION-0844,10.240.203.246,Ubuntu 22.04,Emma Kelly,Dev,Critical,253275,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-30,2026-07-25,77,Yes,No,Low,910,In Progress,Apply vendor patch,2026-09-24,Qualys
SRV-1845,APP-UAT-0845,10.134.232.235,Windows Server 2016,Niamh Murphy,Dev,High,187494,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-02,2026-08-04,44,Yes,Yes,Low,732,In Progress,Upgrade package,2026-09-13,Qualys
SRV-1846,FILE-PRODUCTION-0846,10.86.142.9,Windows Server 2019,Laura Smith,Production,High,110072,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-06,2026-07-23,70,Yes,No,High,927,In Progress,Configuration fix,2026-09-09,Qualys
SRV-1847,DB-UAT-0847,10.206.132.219,RHEL 8,Patrick Doyle,Dev,Medium,169384,CVE-2020-1472,Zerologon,10.0,2026-06-06,2026-07-24,70,Yes,No,Low,998,Open,Configuration fix,2026-09-03,Qualys
SRV-1848,WEB-UAT-0848,10.221.131.230,Windows Server 2016,John Murphy,UAT,Critical,156124,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-21,2026-07-17,116,Yes,Yes,High,1000,In Progress,Apply vendor patch,2026-08-25,Qualys
SRV-1849,WEB-UAT-0849,10.223.233.159,Windows Server 2016,David Walsh,Test,Medium,273487,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-23,2026-08-13,23,Yes,Yes,High,701,Mitigated,Deploy KB update,2026-08-28,Qualys
SRV-1850,WEB-PRODUCTION-0850,10.111.203.176,Windows Server 2019,Emma Kelly,Production,Medium,141634,CVE-2021-44228,Log4Shell,10.0,2026-06-28,2026-08-13,48,No,No,Low,1000,Mitigated,Deploy KB update,2026-09-15,Qualys
SRV-1851,APP-UAT-0851,10.74.188.174,RHEL 9,John Murphy,Test,Critical,196955,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-10,2026-07-27,127,Yes,Yes,High,1000,Open,Upgrade package,2026-08-25,Qualys
SRV-1852,WEB-PRODUCTION-0852,10.48.218.83,Windows Server 2019,David Walsh,Test,High,255566,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-27,2026-07-24,49,No,No,High,715,In Progress,Upgrade package,2026-10-07,Qualys
SRV-1853,DB-UAT-0853,10.194.42.17,Windows Server 2016,Sarah OBrien,Test,Medium,280472,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-01,2026-08-15,136,Yes,No,High,1000,Mitigated,Configuration fix,2026-08-16,Qualys
SRV-1854,DB-PRODUCTION-0854,10.146.68.187,Windows Server 2022,Niamh Murphy,Dev,Medium,351893,CVE-2021-44228,Log4Shell,10.0,2026-05-25,2026-07-28,82,Yes,No,Medium,1000,In Progress,Upgrade package,2026-09-19,Qualys
SRV-1855,DB-UAT-0855,10.120.226.119,Windows Server 2022,Patrick Doyle,Test,Critical,343475,CVE-2021-44228,Log4Shell,10.0,2026-03-17,2026-08-10,151,No,Yes,High,955,Mitigated,Configuration fix,2026-09-11,Qualys
SRV-1856,APP-UAT-0856,10.94.4.112,Ubuntu 22.04,David Walsh,UAT,Medium,196421,CVE-2020-1472,Zerologon,10.0,2026-05-25,2026-08-03,82,Yes,Yes,High,1000,In Progress,Configuration fix,2026-08-25,Qualys
SRV-1857,APP-UAT-0857,10.213.245.219,RHEL 9,Michael Byrne,UAT,High,199586,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-08-09,2026-08-12,6,No,No,Medium,980,In Progress,Deploy KB update,2026-09-16,Qualys
SRV-1858,FILE-UAT-0858,10.37.61.133,RHEL 8,Emma Kelly,Test,Critical,357166,CVE-2021-44228,Log4Shell,10.0,2026-07-18,2026-08-13,28,Yes,No,Low,991,Open,Upgrade package,2026-09-25,Qualys
SRV-1859,API-PRODUCTION-0859,10.136.73.88,Ubuntu 22.04,Aoife Ryan,UAT,Medium,293759,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-27,2026-07-27,110,No,Yes,High,945,In Progress,Upgrade package,2026-09-11,Qualys
SRV-1860,DB-UAT-0860,10.202.72.143,Windows Server 2022,Laura Smith,Dev,High,201909,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-23,2026-07-24,84,Yes,No,Low,889,Mitigated,Deploy KB update,2026-09-30,Qualys
